flight_number,date,booster_version,launch_site,payload,payload_mass_kg,orbit,customer,launch_outcome,booster_landing,launch_year,launch_site_code,success_flag
394.0,2024-11-14 05:23:00,F9 B5 B1082‑8,"Vandenberg, SLC-4E",Starlink: Group 9-11 (20 satellites),16300.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
394.0,,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",20.0,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio5teic,0
395.0,2024-11-14 13:21:00,F9 B5 B1076‑18,"Cape Canaveral, SLC‑40",Starlink: Group 6-68 (24 satellites),17500.0,LEO,SpaceX,Success,Success (JRTI),2024.0,CCS,1
395.0,,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,24.0,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 17 Falcon launches in 31 days.,,Lo2Svmsta5k(moaaio4teicFtShc1Fli3d,0
396.0,2024-11-17 22:28:00,F9 B5 B1077‑16,"Kennedy, LC‑39A",Optus-X/TD7,4000.0,GTO,Optus,Success,Success (ASOG),2024.0,KL,1
396.0,,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,0.0,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,Northrop Grumman-built geostationary military communications satellite for Australian satellite operator Optus.,,NGgmcsfAsoO,0
397.0,2024-11-18 05:53:00,F9 B5 B1071‑20,"Vandenberg, SLC-4E",Starlink: Group 9-12 (20 satellites),16300.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
397.0,,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",20.0,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio5teic,0
398.0,2024-11-18 18:31:00,F9 B5 B1073‑19,"Cape Canaveral, SLC‑40",GSAT-20 (GSAT-N2),4700.0,GTO,New Space India Limited Dish TV,Success,Success (JRTI),2024.0,CCS,1
398.0,,Indian telecommunications satellite for Dish TV.[220],Indian telecommunications satellite for Dish TV.[220],Indian telecommunications satellite for Dish TV.[220],220.0,Indian telecommunications satellite for Dish TV.[220],Indian telecommunications satellite for Dish TV.[220],Indian telecommunications satellite for Dish TV.[220],Indian telecommunications satellite for Dish TV.[220],,ItsfDT,0
399.0,2024-11-21 16:07:00,F9 B5 B1069‑20,"Cape Canaveral, SLC‑40",Starlink: Group 6-66 (24 satellites),17500.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
399.0,,"Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.",24.0,"Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. One of the fairing halves flew for a record 21st time. SLC-40 broke its own record for most launches from a single launch pad with 56 launches in this year, up from 55 launches last year.",,Lo2Svmsta5k(moaaio4teicOotfhffar2tSbiorfmlfaslpw5lityuf5lly,0
400.0,2024-11-24 05:25:00,F9 B5 B1075‑15,"Vandenberg, SLC-4E",Starlink: Group 9-13 (20 satellites),16300.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
400.0,,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.",20.0,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 400th launch of Falcon 9 launch vehicle and 100th launch from SLC-4E.",,Lo2Svmsi1wdcta5k(moaaio5teic4loF9lva1lfS,0
401.0,2024-11-25 10:02:00,F9 B5 B1080‑13,"Cape Canaveral, SLC‑40",Starlink: Group 12-1 (23 satellites),17100.0,LEO,SpaceX,Success,Success (JRTI),2024.0,CCS,1
401.0,,"Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]","Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]","Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]",23.0,"Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]","Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]","Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]","Launch of 23 Starlink v2 mini satellites, including 12 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. New first stage turnaround record of 13 days, 12 hours, and 44 minutes from this booster's previous launch (Flight 393) on November 11, the previous record was 21 days.[224]",,Lo2Svmsi1wdcta5k(moaaio4teicNfstro1d1ha4mftbpl(3oN1tprw2d,0
402.0,2024-11-27 04:41:00,F9 B5 B1078‑15,"Kennedy, LC‑39A",Starlink: Group 6-76 (24 satellites),17500.0,LEO,SpaceX,Success,Success (ASOG),2024.0,KL,1
402.0,,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,24.0,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. 400th successful mission and Falcon's 375th overall successful landing.,,Lo2Svmsta5k(moaaio4teic4smaF3osl,0
403.0,2024-11-30 05:00:00,F9 B5 B1083‑6,"Cape Canaveral, SLC‑40",Starlink: Group 6-65 (24 satellites),17500.0,LEO,SpaceX,Success,Success (JRTI),2024.0,CCS,1
403.0,,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,24.0,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First time SpaceX has completed 15 Falcon launches in a calendar month.,,Lo2Svmsta5k(moaaio4teicFtShc1Fliacm,0
404.0,2024-11-30 08:10:00,F9 B5 B1088‑1,"Vandenberg, SLC-4E",NROL-126 (2 Starshield satellites) + Starlink: Group N-01[228] (20 satellites),16100.0,LEO,NRO/SpaceX,Success,Success (OCISLY),2024.0,VS,1
404.0,,"Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.","Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.","Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.",0.0,"Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.","Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.","Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.","Fifth launch of SpaceX/Northrop Grumman-built Starshield satellites for the National Reconnaissance Office, with 20 Starlink v2 mini satellites as rideshare. First time SpaceX has completed 16 Falcon and 17 SpaceX (including Starship IFT-6) launches in a calendar month.",,FloSGSsftNROw2SvmsarFtShc1Fa1S(SIliacm,0
405.0,2024-12-04 10:13:00,F9 B5 B1067‑24,"Cape Canaveral, SLC‑40",Starlink: Group 6-70 (24 satellites),17500.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
405.0,,"Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.",24.0,"Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.","Launch of 24 Starlink v2 mini satellites to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. First booster to fly 24th time, new record.",,Lo2Svmsta5k(moaaio4teicFbtf2tnr,0
406.0,2024-12-05 03:05:00,F9 B5 B1081‑12,"Vandenberg, SLC-4E",Starlink: Group 9-14 (20 satellites),16300.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
406.0,,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",20.0,"Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.","Launch of 20 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation.",,Lo2Svmsi1wdcta5k(moaaio5teic,0
407.0,2024-12-05 16:10:00,F9 B5 B1076‑19,"Kennedy, LC‑39A",SXM-9,7000.0,GTO,Sirius XM,Success,Success (JRTI),2024.0,KL,1
407.0,,"SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.","SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.","SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.",9.0,"SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.","SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.","SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.","SXM-9 is a high-powered digital audio radio satellite for SiriusXM. Manufactured by Maxar Technologies on their 1300-class platform, the SXM-9 features a reflector that can unfurl to span nearly 10 meters (33 ft) to transmit.[232] SpaceX stated that this was the 100th booster landing on JRTI.[233] B1076 became the first booster to fly ten times in one calendar year on December 5, 2024.",,SiahdarsfSMbMTot1ptSfartcutsn1m(fttSsttwt1bloJBbtfbtfttiocyoD52,0
408.0,2024-12-08 05:12:00,F9 B5 B1086‑2,"Cape Canaveral, SLC‑40",Starlink: Group 12-5 (23 satellites),17100.0,LEO,SpaceX,Success,Success (ASOG),2024.0,CCS,1
408.0,,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.",23.0,"Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.","Launch of 23 Starlink v2 mini satellites, including 13 with direct-to-cell connectivity, to a 559 km (347 mi) orbit at an inclination of 43° to expand internet constellation. Booster 1086, used on this mission, was previously used as a Falcon Heavy side booster on the GOES-U mission. This marks the second time (after B1052) SpaceX has converted a Falcon Heavy side booster into a traditional Falcon 9.",,Lo2Svmsi1wdcta5k(moaaio4teicB1uotmwpuaaFHsbotGmTmtst(BShcaFHsbiatF9,0
409.0,2024-12-13 21:55:00,F9 B5 B1082‑9,"Vandenberg, SLC-4E",Starlink: Group 11-2 (22 satellites),16700.0,LEO,SpaceX,Success,Success (OCISLY),2024.0,VS,1
409.0,,"Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.",22.0,"Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.","Launch of 22 Starlink v2 mini satellites to a 535 km (332 mi) orbit at an inclination of 53° to expand internet constellation. 100th landing on droneship in 2024, a record.",,Lo2Svmsta5k(moaaio5teic1lodi2ar,0
410.0,2024-12-17 00:52:00,F9 B5 B1085‑4,"Cape Canaveral, SLC‑40",GPS III-7 (RRT-1)[237][238],4350.0,MEO,USSF,Success,Success (ASOG),2024.0,CCS,1
410.0,,"Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.","Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.","Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.",2.0,"Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.","Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.","Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.","Launch is part of Phase 2 US Air Force contract awarded in 2022. GPS III-7, originally scheduled to launch on a ULA Vulcan rocket, was reassigned to the Falcon 9, as a part of Rapid Response Trailblazer-1 (RRT-1) mission, following uncertainties in Vulcan's readiness. As a result, GPS III-10, originally planned to launch on the Falcon 9, will now launch on Vulcan. Sixth time a second stage featured Falcon medium coast mission-extension kit.",,LipoP2UAFcai2GIostloaUVrwrttF9aapoRRT(mfuiVrAarGIoptlotF9wnloVStassfFmcmk,0
411.0,2024-12-17 13:19:00,F9 B5 B1063‑22,"Vandenberg, SLC‑4E",NROL-149 (22 Starshield satellites)[240],0.0,LEO,NRO,Success,Success (OCISLY),2024.0,VS,1
